PC1,PC2,PC3,PC4,PC5,PC6,orig_Max Fecal Coliform,orig_Min Temperature,orig_Max BOD,orig_Max Temperature,orig_Max Conductivity,orig_Temperature_Range,orig_Min Fecal Coliform,orig_Max Total Coliform,orig_Min BOD,orig_Min Dissolved Oxygen,orig_Min Nitrate N + Nitrite N,orig_Min pH,orig_Max Nitrate N + Nitrite N,STN_Code,Water_Body_Type,Cluster
-1.2824650909846678,0.632115924685185,-1.4308469220506996,-2.381708562798836,0.2816489634832948,-0.8431160475190006,490.0,15.0,5.5,20.0,135.0,5.0,310.0,2100.0,4.1,6.0,0.5,6.8,1.35,3348.0,LAKE,0
-2.604270851968485,0.7094788758125478,-0.7367453544681375,-1.7213182511054097,-0.0095712683122753,-0.3958458237987278,340.0,14.0,2.2,23.0,163.0,9.0,120.0,840.0,1.2,6.7,0.32,7.0,0.62,1348.0,LAKE,0
-2.8364029663405548,0.8129916356009488,0.2080536285951627,-1.579850816089028,-0.4129619729915473,-0.9903724665145436,356.0,12.0,2.3,25.0,303.0,13.0,45.0,1500.0,1.0,5.7,0.02,6.8,0.02,3723.0,LAKE,0
-2.7491385299320865,0.4436576067289407,1.072824968056289,-0.2495522044450321,0.2386518550677131,-0.4181859467268931,356.0,15.0,2.4,30.0,320.0,15.0,45.0,1500.0,1.1,5.0,0.02,7.3,0.32,3755.0,POND,0
-1.9934609653016295,0.3882006896740648,0.0746190307405819,-0.8947880461008868,-0.5285798144200279,-1.2938516879787647,356.0,15.0,3.2,26.0,599.0,11.0,45.0,1500.0,1.0,2.7,0.02,6.8,0.42,3722.0,POND,0
-1.6313223043690523,-0.1915587297505775,1.1614194428812348,1.158123290396872,-0.4697904295156982,-0.06739655338852,356.0,21.0,2.8,34.0,231.0,13.0,45.0,1500.0,1.0,2.0,0.4,7.2,2.4,2886.0,LAKE,0
-1.7364138264030369,0.1316330808190268,0.463250644055524,0.8528269275795529,-0.7832572953853746,-0.2825851860207488,356.0,21.0,2.4,32.0,297.0,11.0,45.0,1500.0,1.0,3.3,0.4,6.9,0.9,2887.0,LAKE,0
-1.8584160418977536,1.0461733554311012,1.8624329854926125,0.0805702735872403,-0.7147079214175733,-0.0594617176472005,4900.0,16.0,2.0,33.0,191.0,17.0,78.0,7900.0,1.1,4.0,0.32,6.9,1.42,3956.0,LAKE,0
-0.9700802087584378,1.851045100854891,1.1050351594725107,0.6065955211158511,-0.769032587683528,0.3239672194891708,7900.0,20.0,2.8,33.0,234.0,13.0,45.0,22000.0,1.1,4.6,0.32,6.8,0.72,2438.0,LAKE,0
-0.5537415958686759,2.319511040285724,1.5046456337647498,0.5695495767762503,-0.6933930920749568,0.9450700405342126,10678.0,20.0,2.2,34.0,180.0,14.0,45.0,31301.25,1.1,5.2,0.32,6.9,3.33,3957.0,LAKE,0
-1.9956406106615077,0.7196592694858011,1.1532626746315235,0.9182939073371084,-0.7270309345399917,0.1733267262990676,2200.0,20.0,2.4,34.0,193.0,14.0,78.0,4900.0,1.1,5.6,0.32,6.9,1.46,3955.0,LAKE,0
-1.8489443503124148,-0.5722962694358376,1.476189528031029,0.3388749779814997,0.8645546325746785,-0.3078399303387372,490.0,16.0,2.4,32.0,3294.5,16.0,2.0,3500.0,1.1,6.1,0.32,7.4,1.42,3953.0,LAKE,0
-1.0557530949448557,-0.4224259466344427,0.7280310063380249,1.247921369998648,-0.0606795905130339,-0.5637290441559979,1300.0,21.0,2.9,33.0,3294.5,12.0,20.0,2800.0,1.1,5.3,0.32,6.9,1.13,2437.0,LAKE,0
-1.6002216218550744,-0.0769270515044237,1.5802267542723094,0.1727563671892767,0.7734645752281263,-0.1576845281302615,2200.0,17.0,11.0,32.0,699.0,15.0,20.0,4900.0,1.8,3.8,0.32,7.6,2.36,3954.0,LAKE,0
-0.0464019239533449,2.149919494047779,0.5359011684202534,0.0537129466353125,-0.5120225850869875,0.3177936816581821,10678.0,20.0,2.0,30.0,445.0,10.0,45.0,31301.25,1.1,2.6,0.32,6.9,1.72,2431.0,POND,0
-0.2079012762863565,1.289269109529141,2.4905348058439336,0.1409494220737894,1.7686545113551528,0.850486574794701,10678.0,17.0,6.7,34.0,1221.0,17.0,20.0,31301.25,3.7,4.4,0.51,7.9,1.62,2434.0,POND,0
-0.4989566301209152,1.1882271520730296,-0.8558657832533286,0.5048135661396582,-0.4850917457429014,0.3532700840421987,3300.0,24.0,4.5,29.0,453.0,5.0,45.0,24000.0,2.0,6.1,0.42,6.8,2.52,3962.0,POND,0
0.0027135182962233,-1.107982294506962,1.9984095357834253,0.7772599059666395,0.6608005318205383,0.3117566503596084,2300.0,21.0,9.5,35.0,970.0,14.0,20.0,7900.0,4.4,2.4,0.63,7.6,9.45,2433.0,POND,0
0.2633981971361334,0.9691254409215144,2.703597715746523,0.0367678733766682,2.224995426059479,0.8454856107321874,10678.0,17.0,8.0,34.0,1231.0,17.0,78.0,31301.25,4.7,3.1,0.67,8.1,1.96,2432.0,POND,0
0.7531955742783979,0.2995549876371081,1.3376477469633594,1.0431200488866137,0.3525001454461219,-0.7675846115204084,4900.0,23.0,12.5,34.0,854.0,11.0,110.0,17000.0,5.6,1.9,0.32,7.0,2.38,2436.0,POND,0
1.045056404418484,1.2587522051427618,0.7261255587204359,-1.3259971941011597,0.0032211899705873,-0.1404972177581466,10678.0,17.0,9.5,27.0,923.0,10.0,20.0,31301.25,4.0,2.4,0.62,6.9,5.82,3963.0,POND,0
0.6463807698580932,1.4143631425965597,2.3822004364498297,0.2150500636772415,0.4821748022923139,-0.1751842570858788,10678.0,18.0,9.0,34.0,1387.0,16.0,45.0,31301.25,4.3,2.8,0.32,7.1,2.52,2435.0,POND,0
-1.2227954488069128,-0.4531275269884071,-2.0687291990389087,1.7826698174340023,1.3654651434706966,0.4579179601481545,2.0,29.0,2.5,29.0,1219.0,0.0,2.0,540.0,2.5,7.0,0.32,7.7,0.32,1686.0,LAKE,0
-1.103923951265492,-0.6963320842161136,-0.9232447259153372,2.1393299796545797,1.531791906501166,0.3156889970638629,94.0,28.0,6.5,32.0,1642.0,4.0,2.0,350.0,2.5,6.3,0.32,7.8,0.32,4634.0,LAKE,0
-1.942820927915144,-0.3758032251704216,-1.0310212020985057,2.195611360765678,1.6680151604768318,1.089847628445715,70.0,28.0,2.8,32.0,451.0,4.0,2.0,350.0,1.0,6.0,0.32,8.2,0.32,1396.0,LAKE,0
-2.528958034361521,0.4657753391496949,1.7170853068061505,-0.3337784666657369,0.7916855990201587,1.2581871643929274,2000.0,15.0,2.7,32.0,423.0,17.0,260.0,3900.0,1.0,7.2,0.9,7.7,1.8,1297.0,LAKE,0
-2.35276684229422,0.3224710347562327,1.4601436848580212,-0.5886865601072209,0.5388710345664526,1.2737777459914683,2100.0,15.0,3.1,31.0,379.0,16.0,210.0,4600.0,1.0,6.9,1.1,7.6,2.2,1382.0,LAKE,0
-3.753326121691868,0.3252587255508663,3.340379776386138,0.4869243402579439,0.2231020940054274,0.579752698812421,40.0,12.0,1.1,38.0,217.0,23.0,18.0,140.0,1.0,7.7,0.3,7.5,1.0,2912.0,LAKE,0
-0.8619739838732403,-1.4737135477322922,-0.8115072467510831,0.124499743915203,0.056517737214744,2.1550963916839936,140.0,24.0,2.5,29.0,700.0,5.0,67.0,220.0,1.3,5.2,2.3000000000000003,7.6,5.23,1481.0,LAKE,0
-1.549712363174594,-0.9956531381936652,2.9513188293546992,-2.0032150215965774,-0.1557766256139124,0.5598916499489406,280.0,10.0,3.8,30.0,1210.0,23.0,220.0,500.0,2.9,4.1,1.62,7.2,7.18,2940.0,LAKE,0
-0.7989645708502092,-1.0973127328926555,0.2484635124017563,-0.9259127620312504,-0.3182133764950474,0.8100574067478226,240.0,18.0,4.6,28.0,1159.0,10.0,150.0,530.0,2.3,4.0,2.0,7.1,3.48,4178.0,LAKE,0
-1.16763282854064,-0.5066557080922558,-1.7484572250011965,0.0994437097944125,0.1253926901889852,0.5558163420012644,110.0,24.0,4.4,26.0,312.0,2.0,40.0,220.0,1.7,4.9,1.12,7.3,1.71,2936.0,LAKE,0
-1.3150704441529613,-0.7127034304118709,-1.3025710253299343,-0.0033182083016221,0.1515800786590878,1.1402528433487675,115.0,23.0,2.8,27.0,652.0,4.0,60.0,190.0,1.3,5.9,1.42,7.4,3.12,2941.0,LAKE,0
-0.948453149797048,-1.0832258508090933,-1.184480446289898,0.0611685868071665,-0.1831113028454037,1.5782481937847246,90.0,24.0,2.8,28.0,668.0,4.0,60.0,180.0,1.7,5.8,2.02,7.3,3.42,2942.0,LAKE,0
1.0395888665746829,-1.6525047385815164,0.230580978711071,-0.655700269838675,-2.2574026096074515,-0.3523419295621825,350.0,20.0,4.7,29.0,3260.0,9.0,150.0,1600.0,3.3,2.6,2.3000000000000003,5.800000000000001,5.39,2944.0,LAKE,0
-1.896182959326033,-0.564795981275132,1.334954088987843,0.5452377106292144,0.6603472532467277,0.880740485327005,280.0,19.0,2.6,33.0,508.0,14.0,110.0,1100.0,1.2,3.7,0.88,7.8,3.09,2935.0,LAKE,0
-2.057146751153866,-0.7327878750023346,0.2145658258806798,-0.8141982027877942,0.1384822587473419,1.045763277994468,84.0,17.0,4.0,28.0,392.0,11.0,2.0,152.0,1.0,5.4,1.54,7.5,2.62,1714.0,LAKE,0
-0.8817392537076375,-1.072047157531406,0.982695738343602,-0.253089665878755,-1.7889080773910635,0.8808807027870594,150.0,19.0,3.1,32.0,1143.0,13.0,60.0,460.0,1.7,4.6,2.12,6.5,4.92,2943.0,LAKE,0
-2.0585137964489957,-0.3503721597302345,-0.0274804321405541,-3.0270781659365507,-1.2018466003314796,-0.1780856611480476,94.0,10.0,4.0,22.0,403.0,12.0,2.0,175.0,1.2,4.5,1.66,6.6,2.04,1716.0,LAKE,0
-0.5685815509512988,-1.6429548877570883,0.6477036266894681,-0.9166381238407498,-0.1027559993160034,1.110074994614597,220.0,18.0,5.9,29.0,1198.0,11.0,93.0,300.0,2.8,3.5,2.3000000000000003,7.3,4.92,4795.0,LAKE,0
-0.9522401714116968,-1.217604398168271,-0.9212127586566652,-0.1413303579879637,-0.1014395648154717,1.6840845239300426,130.0,23.0,3.3,28.0,602.0,5.0,64.0,220.0,1.6,5.1,2.22,7.4,3.15,1285.0,LAKE,0
-1.539403498062993,-0.7744357079039905,0.6889596917084461,-0.5914984956869118,0.1422880980727794,0.3514012452946156,150.0,17.0,2.6,29.0,528.0,12.0,64.0,280.0,2.1,2.9,1.24,7.4,2.46,1414.0,LAKE,0
-1.7904314995700608,-0.7565704814616024,2.0482304787893617,0.7476043894870134,-0.175163745979008,1.05643033313125,140.0,19.0,3.3,36.0,883.0,17.0,75.0,240.0,2.1,5.8,1.37,7.3,3.13,2938.0,LAKE,0
-1.4393297808768604,-1.2289718327049568,2.027138591912942,0.7614376106270572,0.3762431936146522,1.589644648302131,140.0,20.0,3.3,36.0,787.0,16.0,93.0,280.0,2.5,5.4,1.43,7.7,6.92,2939.0,LAKE,0
-1.7469365870190152,-0.8371883447586934,1.023308709833229,0.0584629752059298,0.2761734320915102,0.1368099922987727,80.0,17.0,2.6,31.0,2359.0,14.0,14.0,140.0,1.0,5.2,0.93,7.3,1.84,2937.0,LAKE,0
-1.28991692431091,-0.7191183142969096,0.1005271033003894,-0.7207907182904524,-0.7875369889292043,0.2988256672615729,130.0,18.0,3.2,28.0,719.0,10.0,39.0,220.0,1.7,3.9,1.42,6.9,3.46,4177.0,LAKE,0
-0.7136312502544427,-1.3719972995706895,0.3777748784626542,-1.0802713226184733,-0.929215913395372,0.6870800527815959,170.0,17.0,3.1,28.0,2000.0,11.0,78.0,280.0,1.6,4.2,2.12,6.8,4.79,1286.0,LAKE,0
-1.1588305384639883,-0.6695708182183127,-1.037151928655646,0.1353235718374409,-0.391154301071954,0.8796744875528049,140.0,23.0,2.9,28.0,882.0,5.0,50.0,240.0,1.3,6.1,1.22,7.1,4.94,4179.0,POND,0
-2.3583926133766515,-0.3624538832967282,-1.2882588271972644,-3.753397450072899,-0.3046325427022751,0.8075913364975255,58.0,10.0,2.5,18.5,130.0,7.0,21.0,113.0,1.8,8.4,1.8,7.0,4.7,5291.0,LAKE,0
-2.0885275646156685,-0.2665094799647368,-1.2778861854477217,-3.811542362699082,-1.0264098048469503,0.4300571011858884,77.0,10.0,2.4,18.5,132.0,7.0,30.0,170.0,1.9,7.7,1.8,6.6,4.9,5290.0,LAKE,0
-2.0422091705338667,0.3641723701292935,0.0945467203722861,-0.2070285916890616,-1.5372379255454685,-0.6296752542791353,33.0,18.0,2.0,29.0,311.0,11.0,17.0,70.0,1.0,5.2,0.32,6.4,2.58,1420.0,LAKE,0
-1.5178072701413596,-0.0195553165599458,-1.493348182291521,1.6111070245535226,-0.1022863735785054,0.1011142809736053,2.0,27.0,3.0,30.0,819.0,3.0,2.0,93.0,1.0,6.1,0.32,7.1,0.32,3008.0,LAKE,0
-1.4090310257875804,-0.189013099106709,-1.2516194997910306,1.4541655161551272,-0.0433997074207851,0.0397242105834778,45.0,26.0,3.0,30.0,1288.0,4.0,2.0,170.0,1.0,6.1,0.32,7.1,1.27,3010.0,LAKE,0
-0.2961222613546139,-0.9020289616246516,-1.3705959087043913,1.3063985946475851,-0.0431523711956038,-0.6586437408507431,2.0,26.0,3.0,29.0,3294.5,3.0,2.0,68.0,2.0,5.6,0.32,6.8,3.23,3011.0,LAKE,0
-1.4023029945259873,0.0220640924164443,-1.7963473505607144,1.0376295126339536,-0.0670085250040019,-0.1557609798772788,40.0,26.0,3.0,28.0,607.0,2.0,2.0,170.0,2.0,6.2,0.32,7.0,0.32,3009.0,LAKE,0
-1.1408658353337031,0.779588536169361,-1.6217750952186594,-2.4391380409423538,-2.048637507898031,-2.1589228731127785,310.0,14.0,6.3,19.0,480.0,5.0,170.0,630.0,1.0,2.1,0.32,5.800000000000001,0.73,1421.0,LAKE,0
-1.9285248931654753,0.4500066820080683,0.7365721269192,1.1395807531653763,-2.0378158656400456,-0.6832716708427685,26.0,21.0,2.6,34.0,809.0,13.0,9.0,49.0,1.0,6.0,0.32,6.1,0.6,3007.0,LAKE,0
-1.4735159661850818,0.4653738426492442,-0.5802024452516119,-0.321611737040229,-1.9092541000962184,-1.324737496643223,310.0,19.0,5.4,27.0,372.0,8.0,17.0,630.0,1.0,3.5,0.32,6.1,0.65,1452.0,LAKE,0
-1.1084940502245442,-0.1257054128183397,-1.0511158020577511,1.2156105578815666,-1.1395498624199991,-0.5012550554150668,2.0,25.0,2.0,30.0,1518.0,5.0,2.0,78.0,1.0,5.3,0.32,6.5,2.21,4823.0,TANK,0
1.004538248478381,-1.99956813608601,1.0251227883386846,1.0638456671541026,-2.320141281848902,0.202125214064322,34.0,25.0,16.0,35.0,1535.0,10.0,6.0,540.0,2.0,0.3,2.3000000000000003,6.3,6.6,4670.0,LAKE,0
0.1425186227244319,-1.743515676986115,0.0894246146616044,-0.6713083828758235,-1.095423589034367,0.2419861669574249,48.0,20.0,16.0,28.0,1047.0,8.0,9.0,430.0,1.2,0.3,2.3000000000000003,6.9,4.1,5052.0,LAKE,0
1.1307081184596703,-2.3230590393650883,-0.4914307494542517,0.1800102529247062,-0.9599465955319736,0.542704648633324,27.0,25.0,15.0,29.0,1603.0,4.0,14.0,540.0,1.8,0.3,2.04,7.0,10.12,4676.0,LAKE,0
0.3933011020380056,-1.4574895126680008,-0.6955742706607575,0.4620873548366884,-0.2874923066644003,-0.650662588510382,33.0,24.0,12.0,28.0,1602.0,4.0,2.0,540.0,1.8,0.3,0.62,7.1,8.02,4682.0,LAKE,0
-0.2817437164289054,-0.8762944844543674,-1.7748835618844536,1.1983637017544266,0.6145821770727912,-0.1840531619802964,17.0,28.0,3.6,28.0,631.0,0.0,17.0,150.0,3.6,2.6,0.51,7.4,2.61,5048.0,LAKE,0
1.6292223879824914,-2.6050257289158205,0.520486593407259,0.4244512093796354,-0.8466642497987134,0.2424749122118088,46.0,25.0,22.0,32.0,1489.0,7.0,6.0,540.0,4.0,0.3,2.3000000000000003,6.9,8.93,5040.0,LAKE,0
1.651223931766639,-1.963091441874399,-0.1181667347196862,-0.6190391574290919,-1.108899166969227,-1.0543269808048226,34.0,22.0,35.8,27.0,1117.0,5.0,6.0,540.0,2.2,0.3,0.98,6.7,14.855000000000002,4690.0,LAKE,0
2.0100322145073983,-3.149622962790076,0.7330597288604405,0.1406404273533399,-0.3068333816872997,0.6805591353946762,41.0,25.0,18.0,32.0,1260.0,7.0,11.0,540.0,6.0,0.3,2.3000000000000003,7.2,13.95,3074.0,LAKE,0
1.81327959769884,-2.0733365319553867,0.3062452261116011,0.4513452150783481,-2.9855421984553736,-0.4754832452501226,47.0,25.0,24.0,32.0,1930.0,7.0,11.0,540.0,2.0,0.3,2.3000000000000003,5.800000000000001,8.6,5126.0,LAKE,0
-0.556299538402506,-1.04821593740245,-0.4510712473234052,0.3397132907625839,0.2134996962014608,-0.4484474882635166,27.0,22.0,10.0,28.0,1124.0,6.0,8.0,480.0,1.1,0.3,0.82,7.4,2.2,5035.0,LAKE,0
1.7965561159785366,-2.818744964346528,0.7721276765156418,0.6202727241443704,-0.9852208027591288,0.2823363266949171,47.0,25.0,17.0,33.0,2347.0,8.0,14.0,920.0,4.0,0.3,2.3000000000000003,6.8,10.02,4679.0,LAKE,0
-0.4999121631036847,-1.6972644636795466,-0.9448121981615022,-1.1058954948196835,-0.8342274727747524,1.7199915011558764,15.0,21.0,4.0,26.0,767.0,5.0,6.0,170.0,1.8,5.4,2.3000000000000003,7.1,10.13,4684.0,LAKE,0
1.1858780900879562,-2.739594937104401,1.015927596461502,-0.7817846914339487,-1.1983420440856822,0.6923789705463095,27.0,20.0,21.0,30.0,1524.0,10.0,9.0,540.0,2.0,0.3,2.3000000000000003,7.0,14.855000000000002,5060.0,LAKE,0
1.3511607357378217,-2.527188893630774,0.4343696770974001,0.5366986336462857,-0.7786299934306975,0.446954911331846,47.0,25.0,19.0,32.0,1622.0,7.0,11.0,540.0,3.2,0.3,2.3000000000000003,7.0,8.22,5133.0,LAKE,0
0.2379421103121193,-1.9644487545109937,-1.0044064219174382,0.2021107270342629,-0.5349808000951017,1.064720507961156,33.0,25.0,6.0,28.0,1109.0,3.0,17.0,430.0,1.2,0.3,2.3000000000000003,7.3,4.8,5051.0,LAKE,0
0.7329242736155118,-2.119962247034892,0.2446870004516427,0.7094327109274537,-0.9933708344730507,0.6158581587299655,43.0,25.0,14.0,32.0,1331.0,7.0,11.0,540.0,2.0,0.3,2.2,7.0,6.4,5113.0,LAKE,0
0.2109147119103324,-2.0963756237262756,0.6769819185988729,-0.6108081309325467,-1.545062319586393,1.0192049542374642,33.0,20.0,10.0,30.0,1038.0,10.0,12.0,540.0,1.2,1.0,2.3000000000000003,6.9,11.12,5055.0,LAKE,0
1.7121493527410137,-2.7219316478478803,-0.5975877986374984,-0.1796180721114501,-0.9017775494244582,0.5311223633674361,43.0,25.0,22.0,28.0,1746.0,3.0,4.0,540.0,2.2,0.3,2.3000000000000003,7.0,12.02,4668.0,LAKE,0
0.0472372375628579,-2.001619565805914,-0.1786649802515716,0.2952806492368038,-0.7043782929156749,1.2773645615475868,38.0,24.0,5.0,30.0,705.0,6.0,4.0,430.0,1.0,0.3,1.89,7.4,10.02,5046.0,LAKE,0
0.7922570910859567,-2.504088306660966,-0.1572622015385004,-0.5089299488259209,-0.5913757726479351,0.8186089888619335,41.0,22.0,10.0,28.0,1720.0,6.0,11.0,540.0,2.2,0.3,2.3000000000000003,7.2,9.8,5039.0,LAKE,0
1.2673780404188926,-2.799713873439518,-0.1653629188350479,-0.121100231229837,-0.4952253354767181,0.977058165791904,47.0,24.0,15.0,29.0,1793.0,5.0,8.0,540.0,2.2,0.3,2.3000000000000003,7.3,12.22,3070.0,LAKE,0
0.1526825519073337,-1.725229295377138,-0.760740309133846,0.6354988208628435,-0.9811126136312,0.9443875777906252,33.0,26.0,4.0,30.0,902.0,4.0,7.0,540.0,2.0,1.0,2.3000000000000003,7.0,3.2,4669.0,LAKE,0
1.1039912289600802,-2.806162733801814,1.0020715320824305,-0.7731308633482398,-0.9914039401534868,0.829859414128988,25.0,20.0,17.0,30.0,1580.0,10.0,9.0,540.0,2.4,0.3,2.3000000000000003,7.1,14.855000000000002,5059.0,LAKE,0
0.953440108361046,-2.182629984569319,0.6460288624693145,-0.6921577361699824,-0.9065593226939552,-0.1157248850393534,34.0,20.0,29.0,29.0,1336.0,9.0,6.0,540.0,2.0,0.3,2.3000000000000003,6.9,6.82,5062.0,LAKE,0
0.8645611467418586,-2.298315679562085,0.0496924305140111,0.4852405726244294,-0.6233787232074436,0.7810747185119639,140.0,25.0,16.0,31.0,1242.0,6.0,8.0,540.0,2.2,0.3,2.3000000000000003,7.2,7.12,3073.0,LAKE,0
-1.278981599953024,-0.6584359341193441,-0.564725037978233,0.8681271913897386,0.1965371582554988,0.5525950104984492,2.0,24.0,6.0,30.0,568.0,6.0,2.0,70.0,1.0,5.1,0.3,7.5,8.02,1789.0,LAKE,0
1.8207064040119445,-2.9311209947319155,0.0883793483383453,-0.0085316652684604,-0.4906439292161257,1.0384430665559188,430.0,25.0,20.0,30.0,1566.0,5.0,32.0,1600.0,3.0,0.3,2.3000000000000003,7.3,14.855000000000002,1391.0,LAKE,0
0.1128316355738193,-2.032731787497371,-1.0418746292048355,-1.1597253110025512,-1.255284745474596,1.8047408556602085,24.0,22.0,4.9,26.0,1040.0,4.0,7.0,220.0,2.2,5.7,2.3000000000000003,6.9,14.855000000000002,4686.0,LAKE,0
0.2300780355551211,-2.304679537241509,-1.5133557881599693,-1.0490460836605058,-0.5866736296938324,1.991944912467693,8.0,23.0,4.2,25.0,1665.0,2.0,2.0,27.0,2.0,6.0,2.3000000000000003,7.2,14.855000000000002,4666.0,LAKE,0
1.628505070779514,-2.49249848454998,-0.8814015852057412,-0.0071516594623813,-0.3483284849856385,0.0709457768859474,39.0,26.0,10.0,28.0,1471.0,2.0,14.0,540.0,6.0,0.3,2.3000000000000003,6.9,5.8,5112.0,LAKE,0
1.1859759845926336,-2.397483523127147,-0.1374632297499465,0.2695096121244502,-0.386614634692927,0.5447969298731128,46.0,25.0,23.0,30.0,1384.0,5.0,11.0,540.0,2.6,0.9,2.3000000000000003,7.2,7.42,4235.0,LAKE,0
-0.6538678592530729,-1.1135476696682145,0.7270574409539214,1.5723105693434087,-0.920076764861022,0.6682711637748296,58.0,25.0,8.0,35.0,681.0,10.0,2.0,430.0,1.0,2.5,1.22,7.1,5.6,4699.0,LAKE,0
-1.0244660496383828,-1.967115882845604,2.508754086594552,-0.0487267493069586,-0.7907956547100742,2.062510560061654,9.0,18.0,4.0,36.0,894.0,18.0,2.0,79.0,2.5,5.3,2.3000000000000003,7.3,11.12,4232.0,LAKE,0
0.5849604448280192,-1.9867085567999452,0.8391654778050632,-0.4621007056675402,-1.152139177722438,0.0666922747083505,34.0,20.0,22.0,30.0,1108.0,10.0,8.0,540.0,1.6,0.3,1.92,6.9,9.22,5054.0,LAKE,0
0.7883957613544907,-2.019836317339505,-0.0471484383199499,0.3220392155519835,-0.6683138863476816,0.0535413748895116,38.0,24.0,12.0,30.0,1411.0,6.0,4.0,540.0,3.0,0.3,1.62,7.0,8.12,5116.0,LAKE,0
0.4380387594692552,-1.8968544653447377,-0.4868197414525065,-0.1111328912582816,0.2285732536078886,-0.2011242677572858,33.0,22.0,14.0,27.0,2075.0,5.0,11.0,920.0,1.5,0.3,1.2,7.4,7.44,5032.0,LAKE,0
0.2254839108608334,-1.408387031809877,-0.9790018372122078,0.6267254395655267,-0.0775774324453999,-0.3842710148267804,39.0,25.0,10.0,28.0,1394.0,3.0,4.0,540.0,2.0,0.3,1.0,7.2,4.2,4248.0,LAKE,0
1.022026246195273,-2.5184259247470755,-0.8170576357218564,0.0645541672863508,-0.7186914862734972,0.9695196849558638,39.0,25.0,12.0,28.0,1975.0,3.0,11.0,540.0,1.0,0.3,2.3000000000000003,7.2,9.78,4705.0,LAKE,0
2.084149395522543,-3.121268991832447,1.3452077133713776,-0.937429390727462,-0.4605078323180483,0.0280088576562038,33.0,20.0,35.8,30.0,1708.0,10.0,11.0,920.0,4.0,0.3,2.3000000000000003,7.1,14.855000000000002,5057.0,LAKE,0
-1.7359471071352148,-0.4994356669574201,-0.7940039936843182,0.8959690132033706,1.0009145812475395,0.280551283445772,2.0,23.0,1.5,29.0,1382.0,6.0,2.0,70.0,1.0,5.3,0.3,7.7,1.92,4680.0,LAKE,0
-0.4162386937745866,-1.3276335310737215,-0.1532371832537282,0.7249322216993905,0.2554136944214921,0.0164661671208946,34.0,23.0,10.0,30.0,1848.0,7.0,10.0,430.0,1.2,2.2,1.0,7.4,3.9,2340.0,LAKE,0
2.217795431631024,-2.900539996236118,-0.16042049195438,-0.1052957218040677,-1.2356707481472429,0.3532396540672693,34.0,25.0,35.8,29.0,1953.0,4.0,11.0,540.0,1.0,0.3,2.3000000000000003,6.9,14.855000000000002,4677.0,LAKE,0
1.4499552996101563,-2.7991863495546063,1.1762525155588162,-0.7788090489712197,-0.8301806218325685,0.5104432488548355,79.0,20.0,35.8,30.0,1378.0,10.0,11.0,540.0,1.2,0.3,2.3000000000000003,7.2,14.855000000000002,4701.0,LAKE,0
0.4905106829832262,-2.023692748739975,-1.569778078196483,0.5936991133595366,0.3059739736884772,1.0499408892143194,11.0,28.0,4.0,28.0,655.0,0.0,11.0,350.0,4.0,1.0,2.3000000000000003,7.5,2.32,5047.0,LAKE,0
2.180876814929979,-2.066081015134192,0.127676855093025,1.2391649068862565,0.951258659582194,-1.2785552818776835,350.0,28.0,35.8,32.0,1758.0,4.0,2.0,1600.0,7.05,4.0,0.02,7.2,14.855000000000002,5132.0,LAKE,0
1.837210339962783,-2.820680408917496,-0.529369158503978,-0.042025490222984,0.8807084097807975,-0.2754306940285619,39.0,25.0,16.0,28.0,2185.0,3.0,11.0,540.0,7.05,0.3,2.3000000000000003,7.3,3.2,4698.0,LAKE,0
1.5833092315431254,-2.665415922546462,0.5219972990507348,0.5730425045359989,-0.6781323241045317,0.4049456490033202,46.0,25.0,28.0,32.0,1930.0,7.0,15.0,540.0,2.0,0.3,2.3000000000000003,7.1,9.32,5134.0,LAKE,0
0.9324007842112716,-2.716139914185536,-0.2212448577186493,-0.0614304419649152,-0.1709913352524964,1.2078595421138332,26.0,24.0,11.0,29.0,1552.0,5.0,9.0,540.0,2.3,0.3,2.3000000000000003,7.5,11.02,5049.0,LAKE,0
0.6739004191933426,-2.028297608934455,-0.9251221303729292,0.0851379564297395,-0.8904865585110004,0.6330146486898791,33.0,25.0,10.0,28.0,1202.0,3.0,10.0,430.0,2.0,0.3,2.3000000000000003,7.0,5.4,4671.0,LAKE,0
1.330778945262503,-2.34852533976433,-0.1208727616175329,-0.1092855746737411,-0.6417447106190958,0.2816456062933113,70.0,24.0,29.0,29.0,1067.0,5.0,9.0,540.0,2.2,0.3,2.3000000000000003,7.1,8.12,4672.0,LAKE,0
0.1407238067084407,-1.897471166182303,0.8100782574603975,-0.8912245701060916,-1.3778988996965853,0.2295037892693368,34.0,18.0,16.0,29.0,1376.0,11.0,4.0,540.0,1.0,0.3,2.3000000000000003,6.8,6.32,4673.0,LAKE,0
0.5671966242475327,-2.0048771265312935,-0.3898949288530151,0.1263720454394933,-0.8676307222009289,0.5926873675750156,60.0,24.0,15.0,29.0,1138.0,5.0,2.0,540.0,1.2,0.3,2.08,7.1,7.22,4674.0,LAKE,0
0.8694285158609698,-2.414914244275194,0.2809532951096483,0.3115584267771647,-0.6955292425818002,0.8085765916326589,94.0,24.0,15.0,31.0,1460.0,7.0,8.0,430.0,2.0,0.3,2.2,7.2,9.32,2341.0,LAKE,0
